asset_id,name,unit-name,reserve,url
865970277,MetaDefender#27,AGMD27,5YPN5P3WFMLBURETDGSAF7ZAFXXSBO6NEUZ4GQZNMX5BMA66CWTG4JKNBM,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865970421,MetaDefender#28,AGMD28,MJIKJOYY32AACVMGDQ7KYU4KQMYETAV6EEHDC4PCT22KZZWM3H7ANTDAVA,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865970602,MetaDefender#29,AGMD29,2RI24MXOPDPD6E2B2P5VMREYR2FL2YQRNPGFXPT7MB6CBPTUTOJGRXMN7A,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865970738,MetaDefender#30,AGMD30,OPGVRAAVKTOGJTGKMFP4OGM7KU2ELUDEAN4QUARDAJSV4B2K37LMGGEMEI,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865970851,MetaDefender#31,AGMD31,ABBJOIXHKEP3QHTBR74DHSB4ZG42OF5T5DLSWZC572AGO4SJJG2533K37I,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865971008,MetaDefender#32,AGMD32,OUKXEQXLDHV4PTLYHC3ASWYSHV6TI752VBZDGSMSPOHH74YFD72YEMTUBI,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865971145,MetaDefender#33,AGMD33,CCJWZCLQYGZ3FEEE5DALYH72MH5LT5274FJIG6XFSRKLF3C5CDN7OIKWGM,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865971242,MetaDefender#34,AGMD34,C4QNN3KAMAFFHBVTFGM4UODNOXVB3ABI7G56K2HWIM6PVA773VVQF2MI5U,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865971340,MetaDefender#35,AGMD35,C72IMXDRR25L646LZAJD73ELOSDPMH5FDLOLGMWRLJTIFQPKL25G7YAKOA,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865971469,MetaDefender#36,AGMD36,MB2WYKCS46V6ZUOXFSKL6PQ4F4VNFJL6W3E5PVO7AFSN4TTCGUAY3G7JVQ,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865971596,MetaDefender#37,AGMD37,6Z4O2L4KUSZM3DXB24EFFDBHNRIFYQYR7DWXRFLSL6IVNN4RU6LU2KKLQU,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865971682,MetaDefender#38,AGMD38,RACVAEE2ZD6I5PNW3AV7N33MH3XUPA6OZMTTPV7POBXAGJ33MQHF26FFVI,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865971811,MetaDefender#39,AGMD39,JFU2PLKWEILW4VJQ7QFKXQYUGLGSIRLDKDACHY7HKT5TORBDD5Z3TGZS6I,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865971910,MetaDefender#40,AGMD40,OTHZWMWQLZXBVGYBTNUKCAMQ3OJXJCCZQZS3TIFOIZ2BR6LUX2L67WXNEY,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865972011,MetaDefender#41,AGMD41,ZZGSRCFF5NVVVICCHCPVGOTITG7UV4SOP6KHOTBAYCN47NVT5QETA2KKKE,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865972133,MetaDefender#42,AGMD42,C54JCTH4AQUGP43QLQALMINQECJIMUTD266HHGLZYZ6OW3OMEEL5INF7GY,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865972225,MetaDefender#43,AGMD43,23IXMB6GE5I2SA7CCLOBFW2LJDXHRNRXSPIENFJ4EA3X6VQLDRKMSCLLYU,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865972363,MetaDefender#44,AGMD44,UT2AD53MX5BV6QWPC2ANJ7GYW7ZBVP2G3Z4MGQBFK5JBN3LV4M3EWZGKCU,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865972484,MetaDefender#45,AGMD45,3ZXWRRNHLNNB5O36WPVBQQAMF3WBBPX4C5YIQVG6MVSOQJF5LN77QGTRMM,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865972558,MetaDefender#46,AGMD46,IJWJDXC7YY2LNXT6NRIZVSR3PDB3UE3CULR7LRS4XYEY3DV2FH56DFSEAU,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865972627,MetaDefender#47,AGMD47,F7GK7MLDFMRP75X3CDPEHOU2NT3LJWS6EVJJPFG4HTKNHJCEUR7MNB2WSQ,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865972727,MetaDefender#48,AGMD48,7ZQ5A2HLZJ6SGMANUQAIOSBNSJJONDFA57N57NZPQY6PJJUCHIG5WB4CM4,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865972819,MetaDefender#49,AGMD49,OQKS22RNN5DDAZOS5IAXKENX25H3U7MDRKJSPYOQ45CILOFDCSHFBYMZAY,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865972929,MetaDefender#50,AGMD50,JA2CD3X2MUWWTITR2XVNAKETLD432FY4ATXVROYFHJVXTE4YFCYWSG7LYM,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865973065,MetaDefender#51,AGMD51,54E2ESZNUDYRZTEJK5C3DBVLPOG3IOBDV4CIDLA3OSRMN2VH37Z4PXKDS4,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865973181,MetaDefender#52,AGMD52,HSFXEIFQLDNHJSI2P6WVU4GD26G3SMBAJPV6FSHGNJDWP533IXITDS6W7E,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865973288,MetaDefender#53,AGMD53,2S7HIOVZJL63S2XNKI542KYIHFTWIVUTUSXYM3Q3WFWYHRPFZGDFOS5GKI,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865973387,MetaDefender#54,AGMD54,LIIENFLTSXMTGQZXHI43WR5NJRLLJP4S2HUR2KV5RXRFQ6M5XIN6FIO7R4,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865973559,MetaDefender#55,AGMD55,QCCQLALOZPRZ7IOVSSUZTU6NO6GOBJ2MJY23CK5AN35IUKOACYI53MRLKA,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865973700,MetaDefender#56,AGMD56,QI3KUO5AQXJSSLDCMDEKLCSD4D4ZA7OFOZJ4ZDR7VQOBEDFY7Y76VDTKRM,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865973796,MetaDefender#57,AGMD57,SAYYKFLBTTABWKXL2C3J6WZLHEAAN7KPTP5T57UHATOLHHZPY73GK3KS7A,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865973938,MetaDefender#58,AGMD58,QGKIEJOQBKMGXNYMT275GFMCZ76KAP7WULJZJ7WD65SQMDGSDLQREHVKLQ,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865974039,MetaDefender#59,AGMD59,Q6FWY6RYYUKZAJ4FFYKJW6VKOTXATCBHPTS2G22ZZS4U2RDTUEEUMBJDFI,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865974160,MetaDefender#60,AGMD60,S7WRVLI6JZYCK7KOYYQMZ6XMZ6QFNYX4U55DLFJ76QU3JNWMAGMWPJIASI,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865974311,MetaDefender#61,AGMD61,JSAZM6CQJ5OLAINPWRWM47JM2K72HGMK24KNWJUB5WCOUMX5L753YZ4R6Y,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865974468,MetaDefender#62,AGMD62,IHLGF7BRA3EO6KKSRPVQ4CD4OBDODJQEA3LCPEGPF4XMJFF2ZDSDSJHTEI,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865974625,MetaDefender#63,AGMD63,RJDYFQFGCEVQDT7LGPK7B7O6AEX6KH3Z5FUANBYEHKWZCWBWUNQAIIIVFQ,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865974756,MetaDefender#64,AGMD64,EQYUYKJBLIX4BV4T2MLO63V6XCJZ53B2P2HU66FA7YV4DGOPODZPTVX7OQ,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865974922,MetaDefender#65,AGMD65,DRDAOYKTIBE5EPCRWVXF25WO3DYPISJTR4TVUYABBPOVN4ALNAAD2M2CEU,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865975038,MetaDefender#66,AGMD66,C7G5IBB7SI5AIN2IEMR2RQD3F2E537N3TJH5NS6GYVAQQIPOLUXXJBPW7A,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865975203,MetaDefender#67,AGMD67,NZAYI5RS5Z4SUA2DQJ2SVXGUYY7WQY3DEX7LXZSDOIEC5B57V72TP57VZQ,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865975299,MetaDefender#68,AGMD68,QKJY77G5QDV7K4JQIRZS57AMJEW6GNXXSMLIIXBYEBGVIM4CBSPPJOA4WE,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865975397,MetaDefender#69,AGMD69,UUCTH26BBJH7CWMWEBC3YVMYYA74VQAOE6OXLMNFKAOSDX63SNCRHLGFUY,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865975493,MetaDefender#70,AGMD70,PSPZGBNWY6LR2OGLMEAUBK6USQHPMDSW7NRZTDCAUBLMHSEGCX7PUF5APU,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865975634,MetaDefender#71,AGMD71,VAGIW36E7M7K35NALYPEUIHSLRCLMOMFCZFNSYSNBNMUJQH47UL6QB7WZE,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865975716,MetaDefender#72,AGMD72,VD3DCEAH72LCD65HFXLDJLBFFH3YFK36XEQXYS2ZSM2PNN7CYEY2TPEYGY,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865975831,MetaDefender#73,AGMD73,GR4JXNCEPQSU3LLVY7W7QUZDQUWCXYPSPJQJ33RJREXUTEIFMKS26FADCQ,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865976001,MetaDefender#74,AGMD74,BLCC7UWL55XBKA5RDTFZHDBNNZSWJMLJRSGBRFDUZQ7NIK65QL4QLOQOZY,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865976156,MetaDefender#75,AGMD75,WR2RPOGD3MSBYMX3CYN5JJGNW4GCOH5TKQF4L2THUBHC77AMFJFVYIUO6M,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865976252,MetaDefender#76,AGMD76,X2LNV5CMDFVNXI3PMWWCQBM4K4L2OKDBH6CXOACFXNCJWIM5TUXF7BRF6U,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865976362,MetaDefender#77,AGMD77,2HQIIH3NO7W26MW4GZRPZMWP2ZLDHXVCRDPXY7P47HUTJV6NUNRQVI7APA,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865976556,MetaDefender#78,AGMD78,CLY4NQ2XWWE2V7OEYRLYVCXWTVXMBG5RWCSGT5FNJIXWBJWIAFEJRUKBVE,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865976653,MetaDefender#79,AGMD79,RECZEE47KR3NSD3TJAL7BVW3JAF5KW7E3SIIBTPKCQ25HJQRORR6IL37RU,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865976829,MetaDefender#80,AGMD80,5CCCEYLB4AMZGLLAN4XSJC4P6VI4KQL7JXSKMC26CN5BIFLSMVF7DMVYCU,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865976929,MetaDefender#81,AGMD81,GROQFS7CUEJQXDU2XZPRTIJ76ML2ODXL2LHCXODJ6NH6Y6T6INOCIEKBJA,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865977027,MetaDefender#82,AGMD82,J6D3GMCNDSMO32XQHFW44EOSR5XQNUUQHNBPPKVOEGXSJF3HKKL2A7HSBA,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865977211,MetaDefender#83,AGMD83,CGTVA45ZU2XSYDPVZM64GIWVWT3UWBGWHJTALP33RY3XWW77EK3J7ENBT4,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865977353,MetaDefender#84,AGMD84,IJISB3PLXLB6YDDGKVFZDVR4XOKQOEUJFZAQL5XGUWXLXVDIOQBHNBHBZE,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865977504,MetaDefender#85,AGMD85,UJ5O2S3EE7HOZ4KJP55P4V7HFIKF4QYBRZL4EQRPCWJBPB7YDP42CHORLM,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865977597,MetaDefender#86,AGMD86,LXWN5DPKZHZPTDDPPNDKQLLWQO6OFHOIGGLMRQIFGLWNQ4VHL5SXOKUDCY,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865977723,MetaDefender#87,AGMD87,EW3HOYUZAEXABX3AO5T7FCBXIN37YSCRB34CURN6EHZ2M2AWQZ4V7XSNXQ,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865977855,MetaDefender#88,AGMD88,MQHLUQIVMIQE2TPTOVUIGGVICZZE6MWHIRQQO54GSQMI4WS2MQXSCNOABY,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865978016,MetaDefender#89,AGMD89,MWUU6GV6RJ23PLKL2RI7T6Z5QXWUMAO4FNU4XMHEOKYYG6ABYU7WMU3FV4,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865978102,MetaDefender#90,AGMD90,YGHLNHEBYDASNA7TZZFZYWPOQWR4JJECQGUCV7CH2JHMCCXPKL5OZKY6AE,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865978242,MetaDefender#91,AGMD91,M4YOLQLRDUU53TVEBL2375CWAG5XW5KEWVMUGL5WTI66QZR4U6UGFJUIYQ,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865978332,MetaDefender#92,AGMD92,WOLBCYQRZ5MRFDHNBRXKLBKNQVYRH53PZLERGHM5C46AQMXQARXKCYB4RE,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865978431,MetaDefender#93,AGMD93,3QHROIEUJJ3L44YWCAELAKJZU5CWLRJM4J5KUOTXP5P6VWB4ASD3O6F6FU,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865978580,MetaDefender#94,AGMD94,UJEOB524K5SGAWYQZ6PLF2VI2XUPKYRZCR6A36UMYDUP7Q4FFNK6CM2SDE,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865978730,MetaDefender#95,AGMD95,UFZCUEATHSF3HDHUALYNMR5OWHV64L2R2ESZEGGE2N5VGHZ6X225K3YNEY,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865978877,MetaDefender#96,AGMD96,TTPVYVAJIFHP32THSPSKNOTKID3HOTFSYBXXBQVBQ2ZB7IIHHCUSWSCH6I,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865979004,MetaDefender#97,AGMD97,2DBFD32VUOQC2NFEC2MQQG77WFFSUZ7JFHKSONKPQF2I3RNXCWDRDDLD7M,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865979190,MetaDefender#98,AGMD98,JASSDJY2HRVVXL45OHXQAS4YST6RM2Z73MFZVZX4OKYW3TJDMZZPHRL6OU,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865979369,MetaDefender#99,AGMD99,NMDF74MHBZRR2KBB45SWSEFEKWX2DQGYE2SAJQQDWHUJ7WCBGXNWBIEVOQ,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865979498,MetaDefender#100,AGMD100,GVLJKPB7SQV2VUQCXBYV4MFV7YYUP7EAK6GWE7F3A4ZKJ7M3MWJB6JFQP4,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865979623,MetaDefender#101,AGMD101,7QZ7URVGXYX35RCXGOIHSAREWI3YMJQVY234SRMV5N5MYWYPSZZBHBNCQQ,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865979757,MetaDefender#102,AGMD102,26BP42GGGAJIIATYRZYW3IZCROTQIHS253S3H7YYCFZIRQCDT7UHRJVDDQ,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865979869,MetaDefender#103,AGMD103,FCPYGHWT6DMOQPBLFH2T65FRHHIBN7NB64G2FPTDXJXCNAHFMWEAGLDGWI,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865979996,MetaDefender#104,AGMD104,JAEDCUYASUEMVA6URR3OWZTG6FOQPNTUXAJQ5WH4HOMVYBKU5JEHHYQG4Y,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865980114,MetaDefender#105,AGMD105,X2IRVO3KBQRZ5NUJLJYRGLXITHDAV2XHNZQXAQ47NUS2J2AATSMTXYVAKM,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865980303,MetaDefender#106,AGMD106,KATARVLTUI2HGGBQAGI4ARTNTJ4RNJAUF7ADHZD34O73OU25W3XJZRJGNI,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865980404,MetaDefender#107,AGMD107,KBJFU6JR5L56OUO5H56XSDCFBGGYU6PF55YEQJZSJBCNY67V45V4WFCSLM,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865983022,MetaDefender#108,AGMD108,ZQWFPABNHC6Q2X4GEBKT6C7BVJE6ENOYZSFXQZPMXPK2D6UXMO4QS4XA6Q,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865983166,MetaDefender#109,AGMD109,ENFCM7QKIQI6V45OXNG2OGKT7JCVNFC4MHKO6E26BLZU4GFZQG67GE4EHQ,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865983316,MetaDefender#110,AGMD110,EATAJE2ONG3X35JYL7R3LQXCG47YHU3VSEAWUFMVA27S3PRNSE47HE43ZE,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865983402,MetaDefender#111,AGMD111,PBICMWLCLUVMWSQ47MNAWK6FF3OOVFV3HUNIAZ6UFOP2D75B7T5K2EVKPA,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865983545,MetaDefender#112,AGMD112,XMOOOHJ7QSTA5XKOFDD3ZCSJAVZS6HL5DR4AML2XXZDFZO4JORLSJHWBA4,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865983664,MetaDefender#113,AGMD113,KTC6FDSOL6ACRMFQHWMEWIZNLD46FPJIU4JIY6THPJDBWQZZJ2A4DBZI7E,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865983825,MetaDefender#114,AGMD114,6EYI3DL7I3BC4X3SGUEMTSEZB66LNIZNH4XNSO3NBCNL3OYMT6R7YDMWWE,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865983977,MetaDefender#115,AGMD115,X5LCTKLKTUQYKLC6CL2DQO4XDJVKN3U5F6SHDHBORVZ3ZVXAKTOQEBUYA4,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865984094,MetaDefender#116,AGMD116,RLR7BG4S3XYPELKVF7OWKPJXJ6SESZ6CTBNACER5PPPMNIOYTWX5ABCDMQ,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865984205,MetaDefender#117,AGMD117,NQQVHMMXLDK5Z3UFBEHW47F7IAX2Y4B4O7DPPDWCTKQTCXF26L4IG2CI3M,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
865984425,MetaDefender#118,AGMD118,23KGJHI6UCJJBYYCZBBU72MXW66SU7PFPEE7LJZ5HJFCHF35OE3ADFA7TE,template-ipfs://{ipfscid:1:dag-pb:reserve:sha2-256}
